path,type,family,purpose,inputs,outputs,imports,callers,hard_coded_paths,status,uncertainty,syntax
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_final80/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_split_random_tabular_fusion,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_purged_block,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_purged_block/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_purged_block_compatible_clean_split_date_chrono_tabular_fusion,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_time_balanced_purged,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_tabular_fusion_time_balanced_purged/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged_tabular_fusion,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_time_balanced_purged,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_cnn_lstm_time_balanced_purged/traqid_paper_resnet50_front_rear_concat_gap_traqid_paper_style_T7_front_sequence_manifest_time_balanced_purged_split_time_balanced_purged,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_diagnostics,directory,TRAQID,Generated report/evaluation tree (19 files; .csv:12; .json:5; .md:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_diagnostics/naive_baselines,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_diagnostics/purged_time_confound,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:6; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_diagnostics/sequence_overlap,directory,TRAQID,Generated report/evaluation tree (10 files; .csv:5; .json:4; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_final,directory,TRAQID,Generated report/evaluation tree (20 files; .md:10; .csv:9; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_style_cnn_features,directory,TRAQID,Generated report/evaluation tree (6 files; .json:6),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/paper_style_sequences,directory,TRAQID,Generated report/evaluation tree (9 files; .json:9),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pipeline_validation,directory,TRAQID,Generated report/evaluation tree (1 files; .csv:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv,directory,TRAQID,Generated report/evaluation tree (35 files; .csv:27; .json:7; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_1,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_2,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_3,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_4,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_T7_gru_tabular_cv/fold_5,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv,directory,TRAQID,Generated report/evaluation tree (51 files; .joblib:30; .csv:19; .json:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_1,directory,TRAQID,Generated report/evaluation tree (9 files; .joblib:6; .csv:3),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_2,directory,TRAQID,Generated report/evaluation tree (9 files; .joblib:6; .csv:3),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_3,directory,TRAQID,Generated report/evaluation tree (9 files; .joblib:6; .csv:3),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_4,directory,TRAQID,Generated report/evaluation tree (9 files; .joblib:6; .csv:3),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_balanced_date_grouped_yolo_road_tabular_cv/fold_5,directory,TRAQID,Generated report/evaluation tree (9 files; .joblib:6; .csv:3),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_only_resnet50_concat_gru_image_base_seed42,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_oof_residual_3fold_seed42,directory,TRAQID,Generated report/evaluation tree (13 files; .csv:8; .md:3; .json:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_residual_signal_ablation_pm25_only_resnet50_gru_seed42,directory,TRAQID,Generated report/evaluation tree (24 files; .csv:22; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_residual_signal_ablation_rerun_lstm_base,directory,TRAQID,Generated report/evaluation tree (24 files; .csv:22; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_residual_signal_ablation_rerun_original_gru_base,directory,TRAQID,Generated report/evaluation tree (24 files; .csv:22; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/pm25_tuned_residual_with_basepred_seed42,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_original_best_resnet50_concat_gru_with_val_preds,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:4; .json:1; .npz:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_resnet50_concat_bigru_seed11,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:4; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_resnet50_concat_gru_seed11,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:4; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_resnet50_concat_lstm_seed11,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:4; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_simple_ensemble,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:3; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_vgg16_concat_bigru_seed11,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:4; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_vgg16_concat_gru_seed11,directory,TRAQID,Generated report/evaluation tree (7 files; .csv:4; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/rerun_weighted_ensemble_search,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:5; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/residual_correction_gated_base,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:5; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/residual_correction_rerun_resnet50_concat_lstm,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:5; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics,directory,TRAQID,Generated report/evaluation tree (30 files; .csv:20; .md:10),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/chrono_date_T7,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_chrono,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_random,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_timestamp_chrono,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_timestamp_random,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_timestamp_twofold,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/forecast_T12_H12_twofold,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/random_split_T7,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/time_balanced_purged_T7,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/sequence_overlap_diagnostics/twofold_T7,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/single_image_pm25_resnet50_mlp_chrono_seed42,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/single_image_pm25_resnet50_mlp_random_seed42,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/single_image_pm25_yolo_road_tabular_chrono_seed42,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/single_image_pm25_yolo_road_tabular_random_seed42,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .md:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/split_first_chrono_pm25_resnet50_gru_seed42,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:4; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/subset1_paper_replication,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:1; .json:1; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25,directory,TRAQID,Generated report/evaluation tree (8 files; .csv:4; .json:4),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25_random_front,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/supervised_cnn_pm25_random_rear,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_architecture_diverse_ensemble,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:3; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_embedding_gru,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_embedding_gru_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_embedding_gru_random_debug,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_greedy_weighted_ensemble_search,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:5; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_gru_tabular_fusion_date_safe,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_gru_tabular_fusion_date_safe_clipped,directory,TRAQID,Generated report/evaluation tree (5 files; .csv:3; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_5seed_ensemble,directory,TRAQID,Generated report/evaluation tree (3 files; .csv:2; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_seed11,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_seed22,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_seed33,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_seed42,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_seed55,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_5seed_ensemble,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:3; .md:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed11,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed11_valtest,directory,TRAQID,Generated report/evaluation tree (0 files; ),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed22,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed33,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed44,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_gru_random_split42_modelseed55,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_resnet50_yolo_road_tabular_gru_chrono_fixed,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_resnet50_yolo_road_tabular_gru_random,directory,TRAQID,Generated report/evaluation tree (0 files; ),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_multimodal_resnet50_yolo_road_tabular_gru_random_fixed,directory,TRAQID,Generated report/evaluation tree (6 files; .csv:3; .json:1; .npz:1; .txt:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_purged_block_split,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_resnet50_concat_gru_paper_style_random,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:3; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_sequence,directory,TRAQID,Generated report/evaluation tree (1 files; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_supervised_front_gru_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_supervised_front_rear_concat_gru_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_supervised_front_rear_mean_gru_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_supervised_front_rear_mean_gru_tabular_fusion_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/t7_supervised_rear_gru_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_baselines,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:3; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_context_only_date_safe,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_context_only_purged_block,directory,TRAQID,Generated report/evaluation tree (4 files; .csv:2; .json:2),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget,directory,TRAQID,Generated report/evaluation tree (9 files; .csv:5; .json:4),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget/tabular_only_mlp_traqid_paper_style_T7_front_sequence_manifest_split_random,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget/tabular_only_rf_traqid_paper_style_T7_front_sequence_manifest_split_chrono_date,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget/tabular_only_rf_traqid_paper_style_T7_front_sequence_manifest_split_random,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget/tabular_only_ridge_traqid_paper_style_T7_front_sequence_manifest_split_random,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,active or historical; uncertain,low for contents; medium for currency,n/a
experiments/traqid_pretraining_v1/reports/tabular_only_multitarget_time_balanced_purged,directory,TRAQID,Generated report/evaluation tree (2 files; .csv:1; .json:1),see producing scripts in same family,contains generated artifacts,n/a,n/a,,current evidence,low for contents; medium for currency,n/a
